country,region,type,regulator number,name,producer,application method,formulation,min rate,max rate,rate UOM,min days between applications,REI (h),PHI (d),AI1,[AI1],[AI1]UOM,AI1 EIQ,AI2,[AI2],[AI2]UOM,AI2 EIQ,AI3,[AI3],[AI3]UOM,AI3 EIQ,AI4,[AI4],[AI4]UOM,AI4 EIQ
United States,Maine,Field Herbicide - Pre-emergence,264-738,SENCOR DF HERBICIDE,Bayer Crop Science LP,Ground,Dry,0.33,1.33,lb/acre,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
United States,Wisconsin,Field Herbicide - Pre-emergence,264-738,SENCOR DF HERBICIDE,Bayer Crop Science LP,Ground,Dry,0.33,1.33,lb/acre,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Alberta,Field Herbicide - Post-emergence,20968,SENCOR SOLUPAK,Bayer CropScience Inc.,Foliar,Dry,375,375,g/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,New Brunswick,Field Herbicide - Post-emergence,20968,SENCOR SOLUPAK,Bayer CropScience Inc.,Foliar,Dry,550,1500,g/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Manitoba,Field Herbicide - Post-emergence,20968,SENCOR SOLUPAK,Bayer CropScience Inc.,Foliar,Dry,375,375,g/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Alberta,Field Herbicide - Pre-emergence,32081,SQUADRON,Adama Agricultural Solutions Canada Ltd.,Ground,Dry,0.375,0.375,kg/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,New Brunswick,Field Herbicide - Pre-emergence,32081,SQUADRON,Adama Agricultural Solutions Canada Ltd.,Ground,Dry,550,1500,g/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Manitoba,Field Herbicide - Pre-emergence,32081,SQUADRON,Adama Agricultural Solutions Canada Ltd.,Ground,Dry,375,375,g/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,New Brunswick,Field Herbicide - Pre-plant,33382,SQUADRON II,"ADAMA Agricultural Solutions Canada, Ltd.",Ground,Dry,550,1500,g/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,New Brunswick,Field Herbicide - Post-emergence,33382,SQUADRON II,"ADAMA Agricultural Solutions Canada, Ltd.",Foliar,Dry,550,1500,g/ha,,12,90,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,New Brunswick,Field Herbicide - Pre-emergence,33382,SQUADRON II,"ADAMA Agricultural Solutions Canada, Ltd.",Ground,Dry,550,1500,g/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Manitoba,Field Herbicide - Post-emergence,33382,SQUADRON II,"ADAMA Agricultural Solutions Canada, Ltd.",Foliar,Dry,375,375,g/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Alberta,Field Herbicide - Post-emergence,33382,SQUADRON II,"ADAMA Agricultural Solutions Canada, Ltd.",Foliar,Dry,375,375,g/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
United States,Idaho,Field Herbicide - Post-emergence,70506-68,TRICOR 4F HERBICIDE,"United Phosphorus, Inc.",Ground,Liquid,0.5,1,pt/acre,14,12,60,Metribuzin,4,lb/gal,28.36666667,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,70506-68,TRICOR 4F HERBICIDE,"United Phosphorus, Inc.",Ground,Liquid,0.5,2,pt/acre,,12,60,Metribuzin,4,lb/gal,28.36666667,,,,,,,,,,,,
United States,Washington,Field Herbicide - Post-emergence,70506-68,TRICOR 4F HERBICIDE,"United Phosphorus, Inc.",Ground,Liquid,0.5,1,pt/acre,14,12,60,Metribuzin,4,lb/gal,28.36666667,,,,,,,,,,,,
United States,Wisconsin,Field Herbicide - Post-emergence,70506-68,TRICOR 4F HERBICIDE,"United Phosphorus, Inc.",Ground,Liquid,0.5,1,pt/acre,,12,60,Metribuzin,4,lb/gal,28.36666667,,,,,,,,,,,,
United States,Maine,Field Herbicide - Post-emergence,70506-68,TRICOR 4F HERBICIDE,"United Phosphorus, Inc.",Ground,Liquid,0.5,1,pt/acre,,12,60,Metribuzin,4,lb/gal,28.36666667,,,,,,,,,,,,
Canada,Alberta,Field Herbicide - Pre-emergence,30661,TRICOR 75 DF,"UPL NA, Inc.",Ground,Dry,0.75,1.5,kg/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,New Brunswick,Field Herbicide - Pre-emergence,30661,TRICOR 75 DF,"UPL NA, Inc.",Ground,Dry,0.53,1.5,kg/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Manitoba,Field Herbicide - Pre-emergence,30661,TRICOR 75 DF,"UPL NA, Inc.",Ground,Dry,375,750,g/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Manitoba,Field Herbicide - Post-emergence,30661,TRICOR 75 DF,"UPL NA, Inc.",Foliar,Dry,280,375,g/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Alberta,Field Herbicide - Post-emergence,30661,TRICOR 75 DF,"UPL NA, Inc.",Foliar,Dry,0.75,1.5,kg/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,New Brunswick,Field Herbicide - Post-emergence,30661,TRICOR 75 DF,"UPL NA, Inc.",Foliar,Dry,0.53,1.5,kg/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Prince Edward Island,Field Herbicide - Pre-emergence,30661,TRICOR 75 DF,"UPL NA, Inc.",Ground,Dry,0.53,1.5,kg/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Prince Edward Island,Field Herbicide - Post-emergence,30661,TRICOR 75 DF,"UPL NA, Inc.",Foliar,Dry,0.53,1.5,kg/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,New Brunswick,Field Herbicide - Post-emergence,31334,TRICOR 75WSB,UPL AgroSolutions Canada Inc.,Foliar,Dry,550,1500,g/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,New Brunswick,Field Herbicide - Pre-emergence,31334,TRICOR 75WSB,UPL AgroSolutions Canada Inc.,Ground,Dry,550,1500,g/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,New Brunswick,Field Herbicide - Pre-plant,31334,TRICOR 75WSB,UPL AgroSolutions Canada Inc.,Ground,Dry,550,1500,g/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Manitoba,Field Herbicide - Post-emergence,31334,TRICOR 75WSB,UPL AgroSolutions Canada Inc.,Foliar,Dry,375,375,g/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Manitoba,Field Herbicide - Pre-emergence,31334,TRICOR 75WSB,UPL AgroSolutions Canada Inc.,Ground,Dry,550,1500,g/ha,,,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Prince Edward Island,Field Herbicide - Post-emergence,31334,TRICOR 75WSB,UPL AgroSolutions Canada Inc.,Foliar,Dry,550,1500,g/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Prince Edward Island,Field Herbicide - Pre-emergence,31334,TRICOR 75WSB,UPL AgroSolutions Canada Inc.,Ground,Dry,550,1500,g/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Prince Edward Island,Field Herbicide - Pre-plant,31334,TRICOR 75WSB,UPL AgroSolutions Canada Inc.,Ground,Dry,550,1500,g/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Alberta,Field Herbicide - Post-emergence,31334,TRICOR 75WSB,UPL AgroSolutions Canada Inc.,Foliar,Dry,375,375,g/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Alberta,Field Herbicide - Pre-emergence,31334,TRICOR 75WSB,UPL AgroSolutions Canada Inc.,Ground,Dry,550,1500,g/ha,,,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Saskatchewan,Field Herbicide - Post-emergence,31334,TRICOR 75WSB,UPL AgroSolutions Canada Inc.,Foliar,Dry,375,375,g/ha,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Saskatchewan,Field Herbicide - Pre-emergence,31334,TRICOR 75WSB,UPL AgroSolutions Canada Inc.,Ground,Dry,550,1500,g/ha,,,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
United States,Idaho,Field Herbicide - Post-emergence,70506-103,TRICOR DF,"United Phosphorus, Inc.",Foliar,Dry,0.333,0.666,lb/acre,14,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,70506-103,TRICOR DF,"United Phosphorus, Inc.",Ground,Dry,0.666,1.333,lb/acre,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
United States,Washington,Field Herbicide - Post-emergence,70506-103,TRICOR DF,"United Phosphorus, Inc.",Chemigation,Dry,0.333,0.666,lb/acre,14,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
United States,Washington,Field Herbicide - Post-emergence,70506-103,TRICOR DF,"United Phosphorus, Inc.",Foliar,Dry,0.333,0.666,lb/acre,14,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
United States,Wisconsin,Field Herbicide - Post-emergence,70506-103,TRICOR DF,"United Phosphorus, Inc.",Foliar,Dry,0.333,0.666,lb/acre,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
United States,Maine,Field Herbicide - Post-emergence,70506-103,TRICOR DF,"United Phosphorus, Inc.",Foliar,Dry,0.333,0.666,lb/acre,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
United States,Wisconsin,Field Herbicide - Post-emergence,70506-103,TRICOR DF,"United Phosphorus, Inc.",Chemigation,Dry,0.333,0.666,lb/acre,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
United States,Maine,Field Herbicide - Post-emergence,70506-103,TRICOR DF,"United Phosphorus, Inc.",Chemigation,Dry,0.333,0.666,lb/acre,,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
United States,Idaho,Field Herbicide - Post-emergence,70506-103,TRICOR DF,"United Phosphorus, Inc.",Chemigation,Dry,0.333,0.666,lb/acre,14,12,60,Metribuzin,75,%,28.36666667,,,,,,,,,,,,
Canada,Alberta,Field Herbicide - Post-emergence,33911,TRICOR LQ,UPL NA INC.,Ground,Liquid,550,550,ml/ha,,12,60,Metribuzin,480,g/L,28.36666667,,,,,,,,,,,,
Canada,Manitoba,Field Herbicide - Post-emergence,33911,TRICOR LQ,UPL NA INC.,Ground,Liquid,550,550,ml/ha,,12,60,Metribuzin,480,g/L,28.36666667,,,,,,,,,,,,
Canada,New Brunswick,Field Herbicide - Post-emergence,33911,TRICOR LQ,UPL NA INC.,Ground,Liquid,850,2250,ml/ha,,12,90,Metribuzin,480,g/L,28.36666667,,,,,,,,,,,,
Canada,New Brunswick,Field Herbicide - Pre-emergence,33911,TRICOR LQ,UPL NA INC.,Ground,Liquid,850,2250,ml/ha,,12,60,Metribuzin,480,g/L,28.36666667,,,,,,,,,,,,
Canada,,Field Insecticide,9542,"BARTLETT SUPERIOR ""70"" OIL",N.M. Bartlett INC.,Foliar,Liquid,10,10,l/ha,,12,14,Mineral oil,99,g/L,30.09,,,,,,,,,,,,
Canada,,Field Insecticide,14981,SUPERIOR 70 OIL,Loveland Products Canada Inc.,Foliar,Liquid,10,10,l/ha,7,12,14,Mineral oil,990,g/L,30.09,,,,,,,,,,,,
United States,,Biological,,ECOWORKS EC,ECOSTADT,Adjuvant,Liquid,1,4,pt/acre,,,,Neem oil,70,%,,,,,,,,,,,,,
United States,,Field Insecticide,70051-2,TRILOGY,Certis USA LLC,Foliar,Liquid,0.25,2,gal/acre,7,4,0,Neem oil,5.46,lb/gal,,,,,,,,,,,,,
United States,,Field Insecticide,66222-35,RIMON 0.83 EC,"MAKHTESHIM AGAN OF NORTH AMERICA, INC.",Foliar,Liquid,6,12,fl oz/acre,7,12,14,Novaluron,0.83,lb/gal,14.33333333,,,,,,,,,,,,
United States,,Field Insecticide,66222-35,RIMON 0.83 EC,"MAKHTESHIM AGAN OF NORTH AMERICA, INC.",Chemigation,Liquid,6,12,fl oz/acre,7,12,14,Novaluron,0.83,lb/gal,14.33333333,,,,,,,,,,,,
Canada,,Field Insecticide,28515,RIMON 10 EC (ADAMA),Adama Agricultural Solutions Canada Ltd.,Foliar,Liquid,410,820,ml/ha,10,12,14,Novaluron,100,g/L,14.33333333,,,,,,,,,,,,
Canada,,Field Insecticide,28881,RIMON 10 EC INSECTICIDE (ARYSTA),UPL AgroSolutions Canada Inc.,Foliar,Liquid,410,820,ml/ha,10,12,14,Novaluron,10,%,14.33333333,,,,,,,,,,,,
United States,,Field Insecticide,70051-45,GEMSTAR LC,Certis USA LLC,Foliar,Liquid,4,10,fl oz/acre,,4,0,Nuclear polyhedrosis virus,0.06,lb/gal,,,,,,,,,,,,,
United States,Wisconsin,Nematicide,83100-52-83979,RETURN XL,Amvac Chemical Corporation,Foliar,Liquid,8.5,34,fl oz/acre,7,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
United States,Idaho,Nematicide,83100-52-83979,RETURN XL,Amvac Chemical Corporation,Foliar,Liquid,8.5,34,fl oz/acre,7,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
United States,Washington,Nematicide,83100-52-83979,RETURN XL,Amvac Chemical Corporation,Foliar,Liquid,8.5,34,fl oz/acre,7,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
United States,Maine,Nematicide,83100-52-83979,RETURN XL,Amvac Chemical Corporation,Foliar,Liquid,8.5,34,fl oz/acre,7,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
United States,Wisconsin,Field Insecticide,352-532,VYDATE C-LV,"CORTEVA AGRISCIENCE, LLC",Foliar,Liquid,8.5,34,fl oz/acre,14,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
United States,Washington,Field Insecticide,352-532,VYDATE C-LV,"CORTEVA AGRISCIENCE, LLC",Furrow,Liquid,34,68,fl oz/acre,14,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
United States,Wisconsin,Field Insecticide,352-532,VYDATE C-LV,"CORTEVA AGRISCIENCE, LLC",Chemigation,Liquid,8.5,34,fl oz/acre,14,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
United States,Idaho,Field Insecticide,352-532,VYDATE C-LV,"CORTEVA AGRISCIENCE, LLC",Foliar,Liquid,8.5,34,fl oz/acre,14,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
United States,Washington,Field Insecticide,352-532,VYDATE C-LV,"CORTEVA AGRISCIENCE, LLC",Foliar,Liquid,8.5,34,fl oz/acre,14,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
United States,Maine,Field Insecticide,352-532,VYDATE C-LV,"CORTEVA AGRISCIENCE, LLC",Foliar,Liquid,8.5,34,fl oz/acre,14,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
United States,Idaho,Field Insecticide,352-532,VYDATE C-LV,"CORTEVA AGRISCIENCE, LLC",Chemigation,Liquid,8.5,34,fl oz/acre,14,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
United States,Washington,Field Insecticide,352-532,VYDATE C-LV,"CORTEVA AGRISCIENCE, LLC",Chemigation,Liquid,8.5,34,fl oz/acre,7,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
United States,Maine,Field Insecticide,352-532,VYDATE C-LV,"CORTEVA AGRISCIENCE, LLC",Chemigation,Liquid,8.5,34,fl oz/acre,14,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
United States,Idaho,Field Insecticide,352-532,VYDATE C-LV,"CORTEVA AGRISCIENCE, LLC",Furrow,Liquid,34,68,fl oz/acre,14,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
United States,Wisconsin,Field Insecticide,352-532,VYDATE C-LV,"CORTEVA AGRISCIENCE, LLC",Furrow,Liquid,34,68,fl oz/acre,14,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
United States,Maine,Field Insecticide,352-532,VYDATE C-LV,"CORTEVA AGRISCIENCE, LLC",Furrow,Liquid,34,68,fl oz/acre,14,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
Canada,,Field Insecticide,17995,VYDATE L,Production Agriscience Canada Company,Foliar,Liquid,2.3,3,l/ha,,12,7,Oxamyl,240,g/L,33.32833333,,,,,,,,,,,,
United States,Idaho,Field Insecticide,88058-6-84237,VY-KING42,"Solera ATO, LLC",Foliar,Liquid,34,34,fl oz/acre,14,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
United States,Idaho,Nematicide,88058-6-84237,VY-KING42,"Solera ATO, LLC",Furrow,Liquid,34,68,fl oz/acre,,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
United States,Washington,Field Insecticide,88058-6-84237,VY-KING42,"Solera ATO, LLC",Foliar,Liquid,34,34,fl oz/acre,14,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
United States,Washington,Nematicide,88058-6-84237,VY-KING42,"Solera ATO, LLC",Furrow,Liquid,34,68,fl oz/acre,,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
United States,Wisconsin,Field Insecticide,88058-6-84237,VY-KING42,"Solera ATO, LLC",Foliar,Liquid,34,34,fl oz/acre,14,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
United States,Wisconsin,Nematicide,88058-6-84237,VY-KING42,"Solera ATO, LLC",Furrow,Liquid,34,68,fl oz/acre,,48,7,Oxamyl,3.77,lb/gal,33.32833333,,,,,,,,,,,,
Canada,,Field Fungicide - 36inch Spacing,32104,ORONDIS 200SC,SYNGENTA CANADA INC.,Furrow,Liquid,350,350,ml/ha,,12,,Oxathiapiprolin,200,g/L,19.33,,,,,,,,,,,,
United States,,Field Fungicide - 36inch Spacing,100-1571,ORONDIS GOLD 200,Syngenta Crop Protection,Furrow,Liquid,2.4,9.6,fl oz/acre,10,4,5,Oxathiapiprolin,1.67,lb/gal,19.33,,,,,,,,,,,,
Canada,,Field Fungicide - 36inch Spacing,33284,ORONDIS GOLD A 200SC,"Syngenta Canada, Inc.",Furrow,Liquid,3.2,3.2,ml/100m,,12,,Oxathiapiprolin,200,g/L,19.33,,,,,,,,,,,,
Canada,,Field Fungicide - 34inch Spacing,33284,ORONDIS GOLD A 200SC,"Syngenta Canada, Inc.",Furrow,Liquid,3.2,3.2,ml/100m,,12,,Oxathiapiprolin,200,g/L,19.33,,,,,,,,,,,,
United States,,Field Fungicide,100-1572,ORONDIS OPTI A,Syngenta Crop Protection,Foliar,Liquid,1.6,4.8,fl oz/acre,5,4,5,Oxathiapiprolin,0.83,lb/gal,19.33,,,,,,,,,,,,
United States,,Field Fungicide,100-1572,ORONDIS ULTRA A,Syngenta Crop Protection,Foliar,Liquid,1.6,4.8,fl oz/acre,5,4,5,Oxathiapiprolin,0.83,lb/gal,19.33,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,66222-28,GALIGAN 2E,"Makhteshim-Agan of North America, Inc.",Ground,Liquid,1,2,pt/acre,,24,60,Oxyfluoren,2,lb/gal,33.81666667,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,62719-424,GOAL 2XL HERBICIDE,NUTRICHEM USA INC.,Ground,Liquid,1,2,pt/acre,,24,60,Oxyfluoren,2,lb/gal,33.81666667,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,89167-24-89391,DEVOUR,"Innvictis Crop Care, LLC",Ground,Liquid,0.7,1.3,pt/acre,7,48,3,Paraquat,3,lb/gal,24.73,,,,,,,,,,,,
United States,,Field Herbicide - Pre-plant,82557-1-400,FIRESTORM,"MACDERMID AGRICULTURAL SOLUTIONS, INC.",Ground,Liquid,0.4,0.7,pt/acre,,48,3,Paraquat,3,lb/gal,24.73,,,,,,,,,,,,
United States,,Desiccant,82557-1-400,FIRESTORM,"MACDERMID AGRICULTURAL SOLUTIONS, INC.",Foliar,Liquid,0.7,1.3,pt/acre,5,48,3,Paraquat,3,lb/gal,24.73,,,,,,,,,,,,
United States,,Field Herbicide - Pre-plant,100-1652,GRAMOXONE SL 3.0,Syngenta,Broadcast,Liquid,0.7,1.3,pt/acre,7,,,Paraquat,3,lb/gal,24.73,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,100-1652,GRAMOXONE SL 3.0,Syngenta,Broadcast,Liquid,0.7,1.3,pt/acre,7,,,Paraquat,3,lb/gal,24.73,,,,,,,,,,,,
United States,,Field Herbicide - Pre-plant,74530-48,HELMQUAT 3SL,"HELM AGRO US, INC.",Broadcast,Liquid,0.7,1.3,pt/acre,7,48,,Paraquat,3,lb/gal,24.73,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,74530-48,HELMQUAT 3SL,"HELM AGRO US, INC.",Broadcast,Liquid,0.7,1.3,pt/acre,7,48,,Paraquat,3,lb/gal,24.73,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,66222-130,PARAZONE 3SL,"Makhteshim-Agan of North America, Inc.",Ground,Liquid,0.4,1.3,pt/acre,7,48,,Paraquat,43.8,%,24.73,,,,,,,,,,,,
United States,,Field Fungicide,5481-8992,BLOCKER 4F FUNGICIDE,Amvac Chemical Corporation,Foliar,Liquid,3,10,pt/acre,10,12,28,PCNB,4,lb/gal,22.83,,,,,,,,,,,,
Canada,,Desiccant,33686,BELOUKHA,BELCHIM CROP PROTECTION CANADA INC.,Foliar,Liquid,12,16,l/ha,7,,1,Pelargonic acid,680,g/L,15.33,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,62719-529,SCYTHE HERBICIDE,"GOWAN COMPANY, LLC",Ground,Liquid,1,10,gal/acre,,12,1,Pelargonic acid,4.2,lb/gal,15.33,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,241-337-55467,ACUMEN HERBICIDE,"TENKOZ, Inc.",Ground,Liquid,1.8,3.6,pt/acre,,24,,Pendimethalin,3.3,lb/gal,30.17,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,1381-216,FRAMEWORK 3.3 EC HERBICIDE,"Winfield Solutions, LLC",Ground,Liquid,1.8,3.6,pt/acre,,24,,Pendimethalin,3.3,lb/gal,30.17,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,1381-216,PENDANT 3.3 EC HERBICIDE,"Winfield Solutions, LLC",Ground,Liquid,1.8,3.6,pt/acre,,24,,Pendimethalin,3.3,lb/gal,30.17,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,241-337-5905,PENDIMETHALIN,Helena Chemical Company,Ground,Liquid,1.8,3.6,pt/acre,,24,,Pendimethalin,3.3,lb/gal,30.17,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,241-337-71058,PENDIPRO 3.3 EC HERBICIDE,"Independent Agribusiness Professionals, Inc.",Ground,Liquid,1.8,3.6,pt/acre,,24,,Pendimethalin,3.3,lb/gal,30.17,,,,,,,,,,,,
United States,Idaho,Field Herbicide - Pre-emergence,19713-668,PIN-DEE 3.3 EC,Drexel Chemical Company,Ground,Liquid,0.9,1.8,qt/acre,,24,,Pendimethalin,3.3,lb/gal,30.17,,,,,,,,,,,,
United States,Wisconsin,Field Herbicide - Pre-emergence,19713-668,PIN-DEE 3.3 EC,Drexel Chemical Company,Ground,Liquid,0.9,1.8,qt/acre,,24,,Pendimethalin,3.3,lb/gal,30.17,,,,,,,,,,,,
United States,Washington,Field Herbicide - Post-emergence,19713-668,PIN-DEE 3.3 EC,Drexel Chemical Company,Ground,Liquid,0.9,1.8,qt/acre,,24,,Pendimethalin,3.3,lb/gal,30.17,,,,,,,,,,,,
United States,Washington,Field Herbicide - Pre-emergence,19713-668,PIN-DEE 3.3 EC,Drexel Chemical Company,Ground,Liquid,0.9,1.8,qt/acre,,24,,Pendimethalin,3.3,lb/gal,30.17,,,,,,,,,,,,
United States,Wisconsin,Field Herbicide - Post-emergence,19713-668,PIN-DEE 3.3 EC,Drexel Chemical Company,Ground,Liquid,0.9,1.8,qt/acre,,24,,Pendimethalin,3.3,lb/gal,30.17,,,,,,,,,,,,
United States,Idaho,Field Herbicide - Post-emergence,19713-668,PIN-DEE 3.3 EC,Drexel Chemical Company,Ground,Liquid,0.9,1.8,qt/acre,,24,,Pendimethalin,3.3,lb/gal,30.17,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,241-337,PROWL 3.3 EC HERBICIDE,BASF Corporation,Ground,Liquid,1.8,3.6,pt/acre,,24,,Pendimethalin,3.3,lb/gal,30.17,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,241-418,PROWL H2O HERBICIDE,BASF Corporation,Ground,Liquid,1.5,3,pt/acre,,24,,Pendimethalin,3.8,lb/gal,30.17,,,,,,,,,,,,
United States,,Field Herbicide - Post-emergence,241-418,PROWL H2O HERBICIDE,BASF Corporation,Foliar,Liquid,1.5,3,pt/acre,,24,,Pendimethalin,3.8,lb/gal,30.17,,,,,,,,,,,,
United States,,Field Herbicide - Post-emergence,241-418,PROWL H2O HERBICIDE,BASF Corporation,Chemigation,Liquid,1.5,3,pt/acre,,24,,Pendimethalin,3.8,lb/gal,30.17,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,70506-230,SATELLITE HYDROCAP HERBICIDE,"United Phosphorus, Inc.",Ground,Liquid,1.5,3,pt/acre,,24,,Pendimethalin,3.8,lb/gal,30.17,,,,,,,,,,,,
United States,,Field Herbicide - Pre-emergence,34704-868,STEALTH HERBICIDE,Loveland Products Inc.,Ground,Liquid,1.8,3.6,pt/acre,,24,,Pendimethalin,3.3,lb/gal,30.17,,,,,,,,,,,,
United States,,Seed Treatment,264-1123,EMESTO SILVER FUNGICIDE,Bayer Crop Science LP,Seed Treatment - Liquid,Liquid,0.31,0.31,fl oz/cwt,,12,,Penflufen,0.83,lb/gal,38,Prothioconazole,0.15,lb/gal,13.5,,,,,,,,
Canada,,Seed Treatment,30361,EMESTO SILVER,Bayer CropScience Inc.,Seed Treatment - Liquid,Liquid,20,20,ml/100kg,,,,Penflufen,100,g/L,38,Prothioconazole,18,g/L,13.5,,,,,,,,
Canada,,Field Fungicide - 36inch Spacing,30360,PENRED 240FS,Bayer CropScience Inc.,Furrow,Liquid,437.557,437.557,ml/ha,,,,Penflufen,240,g/L,38,,,,,,,,,,,,
Canada,,Seed Treatment,30360,PENRED 240FS,Bayer CropScience Inc.,Seed Treatment - Liquid,Liquid,8.5,8.5,ml/100kg,,,,Penflufen,240,g/L,38,,,,,,,,,,,,
United States,,Field Fungicide - 34inch Spacing,5481-8988,BLOCKER 10G,Amvac Chemical Corporation,Furrow,Dry,25.37,25.37,lb/acre,,12,45,Pentachloronitrobenzene,10,%,22.83,,,,,,,,,,,,
United States,,Field Fungicide - 36inch Spacing,5481-8988,BLOCKER 10G,Amvac Chemical Corporation,Furrow,Dry,23.96,23.96,lb/acre,,12,45,Pentachloronitrobenzene,10,%,22.83,,,,,,,,,,,,
