CP ID,country,region,type,regulator number,name,registrant,application method,formulation,min rate,min rate uom,max rate,Max rate UOM,min days between applications,REI (h),PHI (d)
a1Y4W000002lrsIUAQ,,Washington,Field Herbicide - Pre-emergence,83772-12,AGSAVER GLYPHOSATE 53.8,"AgSaver, LLC",Ground,Liquid,0.75,pt/acre,7.5,pt/acre,,4,
a1Y4W000002lrsIUAQ,,Wisconsin,Field Herbicide - Pre-emergence,83772-12,AGSAVER GLYPHOSATE 53.8,"AgSaver, LLC",Ground,Liquid,0.75,pt/acre,7.5,pt/acre,,4,
a1Y4W000004Cx6tUAC,United States,,Field Herbicide,83772-8,AGSAVER GLYPHOSATE 41% PLUS,"AgSaver, LLC",Foliar,Liquid,0.5,qt/acre,5,qt/acre,,4,
a1Y4W000002lTSUUA2,,Idaho,Field Insecticide,83851-12,AMTIDE IMIDACLOPRID 2F INSECTICIDE,"Helena Agri-Enterprises, LLC",Foliar,Liquid,3,fl oz/acre,3,fl oz/acre,7,12,7
a1Y4W000002lTSUUA2,,Idaho,Field Insecticide,83851-12,AMTIDE IMIDACLOPRID 2F INSECTICIDE,"Helena Agri-Enterprises, LLC",Furrow,Liquid,13,fl oz/acre,20,fl oz/acre,,12,7
a1Y4W000002lTSUUA2,,Idaho,Seed Treatment,83851-12,AMTIDE IMIDACLOPRID 2F INSECTICIDE,"Helena Agri-Enterprises, LLC",Seed Treatment - Liquid,Liquid,8,fl oz/acre,16,fl oz/acre,,12,7
a1Y4W000002lTWZUA2,United States,,Nematicide,84059-14,MAJESTENE,"PRO FARM GROUP, INC.",Chemigation,Liquid,4,qt/acre,16,qt/acre,,4,0
a1Y4W000002lTWZUA2,United States,,Nematicide,84059-14,MAJESTENE,"PRO FARM GROUP, INC.",Foliar,Liquid,4,qt/acre,16,qt/acre,,4,0
a1Y4W000002lTWZUA2,United States,,Nematicide,84059-14,MAJESTENE,"PRO FARM GROUP, INC.",Furrow,Liquid,0.5,fl oz/acre,19.6,fl oz/acre,,4,0
a1Y4W000002lTVkUAM,United States,,Field Insecticide,84059-17,GRANDEVO,"PRO FARM GROUP, INC.",Foliar,Dry,1,lb/acre,3,lb/acre,,4,0
a1Y4W000002lTVlUAM,United States,,Field Insecticide,84059-27,GRANDEVO WDG,"PRO FARM GROUP, INC.",Foliar,Dry,0.5,lb/acre,3,lb/acre,,4,0
a1Y4W000004Cv7cUAC,,Idaho,Field Herbicide - Pre-emergence,85678-34,REDEAGLE FLUMIOXAZIN 51% WDG,REDEAGLE INTERNATIONAL LLC,Chemigation,Dry,1.5,oz/acre,1.5,oz/acre,,12,
a1Y4W000004Cv7cUAC,,Idaho,Field Herbicide - Pre-emergence,85678-34,REDEAGLE FLUMIOXAZIN 51% WDG,REDEAGLE INTERNATIONAL LLC,Ground,Dry,1.5,oz/acre,1.5,oz/acre,,12,
a1Y4W000004Cv7cUAC,,Maine,Field Herbicide - Pre-emergence,85678-34,REDEAGLE FLUMIOXAZIN 51% WDG,REDEAGLE INTERNATIONAL LLC,Chemigation,Dry,1.5,oz/acre,1.5,oz/acre,,12,
a1Y4W000004Cv7cUAC,,Maine,Field Herbicide - Pre-emergence,85678-34,REDEAGLE FLUMIOXAZIN 51% WDG,REDEAGLE INTERNATIONAL LLC,Ground,Dry,1.5,oz/acre,1.5,oz/acre,,12,
a1Y4W000004Cv7cUAC,,Wisconsin,Field Herbicide - Pre-emergence,85678-34,REDEAGLE FLUMIOXAZIN 51% WDG,REDEAGLE INTERNATIONAL LLC,Chemigation,Dry,1.5,oz/acre,1.5,oz/acre,,12,
a1Y4W000004Cv7cUAC,,Wisconsin,Field Herbicide - Pre-emergence,85678-34,REDEAGLE FLUMIOXAZIN 51% WDG,REDEAGLE INTERNATIONAL LLC,Ground,Dry,1.5,oz/acre,1.5,oz/acre,,12,
a1Y4W000002lgd7UAA,,Idaho,Field Fungicide,85678-69,AZOXYSTROBIN 22.9 SC,Red Eagle,Foliar,Liquid,6,fl oz/acre,20,fl oz/acre,5,4,14
a1Y4W000002lgd7UAA,,Idaho,Field Fungicide - 34inch Spacing,85678-69,AZOXYSTROBIN 22.9 SC,Red Eagle,Furrow,Liquid,6.1,fl oz/acre,12.3,fl oz/acre,,4,14
a1Y4W000002lgd7UAA,,Idaho,Field Fungicide - 36inch Spacing,85678-69,AZOXYSTROBIN 22.9 SC,Red Eagle,Furrow,Liquid,5.8,fl oz/acre,11.6,fl oz/acre,,4,14
a1Y4W000002lgd7UAA,,Maine,Field Fungicide,85678-69,AZOXYSTROBIN 22.9 SC,Red Eagle,Foliar,Liquid,6,fl oz/acre,20,fl oz/acre,5,4,14
a1Y4W000002lgd7UAA,,Maine,Field Fungicide - 34inch Spacing,85678-69,AZOXYSTROBIN 22.9 SC,Red Eagle,Furrow,Liquid,6.1,fl oz/acre,12.3,fl oz/acre,,4,14
a1Y4W000002lgd7UAA,,Maine,Field Fungicide - 36inch Spacing,85678-69,AZOXYSTROBIN 22.9 SC,Red Eagle,Furrow,Liquid,5.8,fl oz/acre,11.6,fl oz/acre,,4,14
a1Y4W000002lgd7UAA,,Wisconsin,Field Fungicide,85678-69,AZOXYSTROBIN 22.9 SC,Red Eagle,Foliar,Liquid,6,fl oz/acre,20,fl oz/acre,5,4,14
a1Y4W000002lgd7UAA,,Wisconsin,Field Fungicide - 34inch Spacing,85678-69,AZOXYSTROBIN 22.9 SC,Red Eagle,Furrow,Liquid,6.1,fl oz/acre,12.3,fl oz/acre,,4,14
a1Y4W000002lgd7UAA,,Wisconsin,Field Fungicide - 36inch Spacing,85678-69,AZOXYSTROBIN 22.9 SC,Red Eagle,Furrow,Liquid,5.8,fl oz/acre,11.6,fl oz/acre,,4,14
a1Y4W000002lgeZUAQ,United States,,Field Fungicide,86182-5-88783,REGEV,"Summit Argo USA, LLC",Foliar,Liquid,4,fl oz/acre,8.5,fl oz/acre,,12,14
a1Y4W000002lTVIUA2,United States,,Field Insecticide,86363-1-86656,FRENZY VELOZ,"Fuzion Technologies, LLC",Foliar,Liquid,6.4,oz/acre,6.4,oz/acre,21,12,21
a1Y4W000002lTVIUA2,United States,,Field Insecticide,86363-1-86656,FRENZY VELOZ,"Fuzion Technologies, LLC",Furrow,Liquid,19.2,oz/acre,19.2,oz/acre,,12,21
a1Y4W000002lTVIUA2,United States,,Field Insecticide,86363-1-86656,FRENZY VELOZ,"Fuzion Technologies, LLC",Lay-by,Liquid,3.2,oz/acre,9.6,oz/acre,,12,21
a1Y4W000002lTWFUA2,United States,,Field Insecticide,86869-5,LAMBDA SELECT,"Select Source, LLC",Foliar,Liquid,1.92,fl oz/acre,3.84,fl oz/acre,,24,7
a1Y4W000002lTblUAE,,Idaho,Field Insecticide,87290-24,WILLOWOOD LAMBDA-CY 1EC,Willowood USA,Foliar,Liquid,1.92,fl oz/acre,3.84,fl oz/acre,,24,7
a1Y4W000002lTWGUA2,,Maine,Field Insecticide,87290-24,LAMBDA-CY 1EC,Willowood USA,Foliar,Liquid,1.92,fl oz/acre,3.84,fl oz/acre,,24,7
a1Y4W000002lTWGUA2,,Washington,Field Insecticide,87290-24,LAMBDA-CY 1EC,Willowood USA,Foliar,Liquid,1.92,fl oz/acre,3.84,fl oz/acre,,24,7
a1Y4W000002lTblUAE,,Washington,Field Insecticide,87290-24,WILLOWOOD LAMBDA-CY 1EC,Willowood USA,Foliar,Liquid,1.92,fl oz/acre,3.84,fl oz/acre,,24,7
a1Y4W000002lTWGUA2,,Wisconsin,Field Insecticide,87290-24,LAMBDA-CY 1EC,Willowood USA,Foliar,Liquid,1.92,fl oz/acre,3.84,fl oz/acre,,24,7
a1Y4W000002lTbiUAE,,Washington,Field Insecticide,87290-26,WILLOWOOD IMIDACLOPRID,Willowood USA,Furrow,Liquid,6.5,fl oz/acre,10,fl oz/acre,,12,
a1Y4W000002lTbiUAE,,Washington,Seed Treatment,87290-26,WILLOWOOD IMIDACLOPRID,Willowood USA,Seed Treatment - Liquid,Liquid,4,fl oz/acre,8,fl oz/acre,,12,
a1Y4W000002lTbjUAE,United States,,Field Insecticide,87290-26,WILLOWOOD IMIDACLOPRID 4SC,Willowood USA,Foliar,Liquid,1.5,fl oz/acre,1.5,fl oz/acre,7,12,
a1Y4W000002lTbjUAE,United States,,Field Insecticide,87290-26,WILLOWOOD IMIDACLOPRID 4SC,Willowood USA,Furrow,Liquid,6.5,fl oz/acre,10,fl oz/acre,,12,
a1Y4W000002lTbjUAE,United States,,Seed Treatment,87290-26,WILLOWOOD IMIDACLOPRID 4SC,Willowood USA,Seed Treatment - Liquid,Liquid,0.2,fl oz/cwt,0.4,fl oz/cwt,,12,
a1Y4W000004CyRAUA0,,Idaho,Field Insecticide,87290-36,WILLOWOOD ABAMECTIN 0.7SC,"WAGNER REGULATORY ASSOCIATES, INC.",Foliar,Liquid,1.75,fl oz/acre,3.5,fl oz/acre,,12,14
a1Y4W000004CyRAUA0,,Maine,Field Insecticide,87290-36,WILLOWOOD ABAMECTIN 0.7SC,"WAGNER REGULATORY ASSOCIATES, INC.",Foliar,Liquid,1.75,fl oz/acre,3.5,fl oz/acre,,12,14
a1Y4W000002lTT2UAM,United States,,Field Insecticide,87290-54,BIFENTHRIN 2EC,Willowood USA,Foliar,Liquid,2.1,fl oz/acre,6.4,fl oz/acre,21,12,21
a1Y4W000002lTT2UAM,United States,,Field Insecticide,87290-54,BIFENTHRIN 2EC,Willowood USA,Furrow,Liquid,19.2,fl oz/acre,19.2,fl oz/acre,,12,21
a1Y4W000002lTT2UAM,United States,,Field Insecticide,87290-54,BIFENTHRIN 2EC,Willowood USA,Lay-by,Liquid,3.2,fl oz/acre,9.6,fl oz/acre,,12,21
a1Y4W000002lTZ4UAM,United States,,Seed Treatment,87320-2,REJUVENATE SEED TREATMENT,"Stehekin, LLC",Seed Treatment - Liquid,Liquid,,fl oz/acre,0.16,fl oz/acre,,48,90
a1YOF0000000uWr2AI,United States,,Seed Treatment,87320-2-5481,REJUVENATE,Amvac Chemical Corporation,Seed Treatment - Liquid,Liquid,0.115,fl oz/acre,0.16,fl oz/acre,,48,90
a1Y4W000002lTZ5UAM,United States,,Field Fungicide,87865-1,RELOAD FUNGICIDE,BELCHIM CROP PROTECTION US CORPORATION,Foliar,Liquid,2.5,pt/acre,10,pt/acre,4,12,
a1Y4W000002lTZ5UAM,United States,,Field Fungicide - 36inch Spacing,87865-1,RELOAD FUNGICIDE,BELCHIM CROP PROTECTION US CORPORATION,Furrow,Liquid,3.75,pt/acre,10,pt/acre,,12,
a1Y4W000002lTaOUAU,United States,,Fumigant,87994-5,STRIKE 100CP FUMIGANT,"TriEst Ag Group, Inc.",Fumigation,Liquid,12.6,gal/acre,25.2,gal/acre,,120,
a1Y4W000002lTaQUAU,,Maine,Fumigant,87994-6,STRIKE 85CP FUMIGANT,"TriEst Ag Group, Inc.",Fumigation,Liquid,12.5,gal/acre,34.1,gal/acre,,120,
a1Y4W000002lTaQUAU,,Wisconsin,Fumigant,87994-6,STRIKE 85CP FUMIGANT,"TriEst Ag Group, Inc.",Fumigation,Liquid,12.5,gal/acre,34.1,gal/acre,,120,
a1Y4W000002lTbdUAE,,Idaho,Field Insecticide,88058-6-84237,VY-KING42,"Solera ATO, LLC",Foliar,Liquid,34,fl oz/acre,34,fl oz/acre,14,48,7
a1Y4W000002lTbdUAE,,Idaho,Nematicide,88058-6-84237,VY-KING42,"Solera ATO, LLC",Furrow,Liquid,34,fl oz/acre,68,fl oz/acre,,48,7
a1Y4W000002lTbdUAE,,Washington,Field Insecticide,88058-6-84237,VY-KING42,"Solera ATO, LLC",Foliar,Liquid,34,fl oz/acre,34,fl oz/acre,14,48,7
a1Y4W000002lTbdUAE,,Washington,Nematicide,88058-6-84237,VY-KING42,"Solera ATO, LLC",Furrow,Liquid,34,fl oz/acre,68,fl oz/acre,,48,7
a1Y4W000002lTbdUAE,,Wisconsin,Field Insecticide,88058-6-84237,VY-KING42,"Solera ATO, LLC",Foliar,Liquid,34,fl oz/acre,34,fl oz/acre,14,48,7
a1Y4W000002lTbdUAE,,Wisconsin,Nematicide,88058-6-84237,VY-KING42,"Solera ATO, LLC",Furrow,Liquid,34,fl oz/acre,68,fl oz/acre,,48,7
a1Y4W000002lTYGUA2,United States,,Fumigant,8853-6,PIC PLUS FUMIGANT,TRIEST AG GROUP INC,Fumigation,Dry,150,lb/acre,409,lb/acre,,120,
a1Y4W000002lTSjUAM,,Idaho,Field Insecticide,89118-10,AVERLAND FC,"Vive Crop Protection, Inc.",Foliar,Liquid,1.75,fl oz/acre,3.5,fl oz/acre,,12,14
a1Y4W000002lTSjUAM,,Wisconsin,Field Insecticide,89118-10,AVERLAND FC,"Vive Crop Protection, Inc.",Foliar,Liquid,1.75,fl oz/acre,3.5,fl oz/acre,,12,14
a1Y4W000002lt05UAA,United States,,Field Fungicide,89118-11,AZTEROID FC 3.3,"Vive Crop Protection, Inc.",Foliar,Liquid,3.9,fl oz/acre,12.8,fl oz/acre,7,4,14
a1Y4W000002lt05UAA,United States,,Field Fungicide - 34inch Spacing,89118-11,AZTEROID FC 3.3,"Vive Crop Protection, Inc.",Furrow,Liquid,3.7,fl oz/acre,7.4,fl oz/acre,,4,14
a1Y4W000002lt05UAA,United States,,Field Fungicide - 36inch Spacing,89118-11,AZTEROID FC 3.3,"Vive Crop Protection, Inc.",Furrow,Liquid,3.5,fl oz/acre,7,fl oz/acre,,4,14
a1Y4W000002lTbpUAE,United States,,Field Fungicide,89118-12,XYLER FC FUNGICIDE,"Vive Crop Protection, Inc.",Foliar,Liquid,9.1,fl oz/acre,9.1,fl oz/acre,14,48,14
a1Y4W000002lTbpUAE,United States,,Field Fungicide - 34inch Spacing,89118-12,XYLER FC FUNGICIDE,"Vive Crop Protection, Inc.",Furrow,Liquid,18.45,fl oz/acre,18.45,fl oz/acre,,48,14
a1Y4W000002lTbpUAE,United States,,Field Fungicide - 36inch Spacing,89118-12,XYLER FC FUNGICIDE,"Vive Crop Protection, Inc.",Furrow,Liquid,17.43,fl oz/acre,17.43,fl oz/acre,,48,14
a1Y4W000004CutVUAS,,Idaho,Field Fungicide,89118-14,AZTERKNOT,Vive Crop Protection,Foliar,Liquid,7.4,fl oz/acre,24.3,fl oz/acre,,4,14
a1Y4W000004CutVUAS,,Idaho,Field Fungicide - 32inch Spacing,89118-14,AZTERKNOT,Vive Crop Protection,Furrow,Liquid,8.2,fl oz/acre,14.7,fl oz/acre,,,14
a1Y4W000004CutVUAS,,Idaho,Field Fungicide - 34inch Spacing,89118-14,AZTERKNOT,Vive Crop Protection,Furrow,Liquid,7.7,fl oz/acre,13.8,fl oz/acre,,,14
a1Y4W000004CutVUAS,,Idaho,Field Fungicide - 36inch Spacing,89118-14,AZTERKNOT,Vive Crop Protection,Furrow,Liquid,7.3,fl oz/acre,13.1,fl oz/acre,,,14
a1Y4W000004CutVUAS,,Washington,Field Fungicide,89118-14,AZTERKNOT,Vive Crop Protection,Foliar,Liquid,7.4,fl oz/acre,24.3,fl oz/acre,,4,14
a1Y4W000004CutVUAS,,Washington,Field Fungicide - 32inch Spacing,89118-14,AZTERKNOT,Vive Crop Protection,Furrow,Liquid,8.2,fl oz/acre,14.7,fl oz/acre,,,14
a1Y4W000004CutVUAS,,Washington,Field Fungicide - 34inch Spacing,89118-14,AZTERKNOT,Vive Crop Protection,Furrow,Liquid,7.7,fl oz/acre,13.8,fl oz/acre,,,14
a1Y4W000004CutVUAS,,Washington,Field Fungicide - 36inch Spacing,89118-14,AZTERKNOT,Vive Crop Protection,Furrow,Liquid,7.3,fl oz/acre,13.1,fl oz/acre,,,14
a1Y4W000004CutVUAS,,Wisconsin,Field Fungicide,89118-14,AZTERKNOT,Vive Crop Protection,Foliar,Liquid,7.4,fl oz/acre,24.3,fl oz/acre,,4,14
a1Y4W000004CutVUAS,,Wisconsin,Field Fungicide - 32inch Spacing,89118-14,AZTERKNOT,Vive Crop Protection,Furrow,Liquid,8.2,fl oz/acre,14.7,fl oz/acre,,,14
a1Y4W000004CutVUAS,,Wisconsin,Field Fungicide - 34inch Spacing,89118-14,AZTERKNOT,Vive Crop Protection,Furrow,Liquid,7.7,fl oz/acre,13.8,fl oz/acre,,,14
a1Y4W000004CutVUAS,,Wisconsin,Field Fungicide - 36inch Spacing,89118-14,AZTERKNOT,Vive Crop Protection,Furrow,Liquid,7.3,fl oz/acre,13.1,fl oz/acre,,,14
a1YOF000000ZMs52AG,United States,,Field Insecticide,89118-16,VCP-034,Vive Crop Protection Inc.,Foliar,Liquid,1.5,fl oz/acre,1.5,fl oz/acre,,12,
a1YOF000000ZMs52AG,United States,,Field Insecticide,89118-16,VCP-034,Vive Crop Protection Inc.,Furrow,Liquid,6.5,fl oz/acre,10,fl oz/acre,,12,
a1YOF000000ZMor2AG,United States,,Field Insecticide,89118-16,VILOPRID 4,Vive Crop Protection Inc.,Foliar,Liquid,1.5,fl oz/acre,1.5,fl oz/acre,,12,7
a1YOF000000ZMor2AG,United States,,Field Insecticide,89118-16,VILOPRID 4,Vive Crop Protection Inc.,Furrow,Liquid,6.5,fl oz/acre,10,fl oz/acre,,12,7
a1YOF000000ZMs52AG,United States,,Seed Treatment,89118-16,VCP-034,Vive Crop Protection Inc.,Seed Treatment - Liquid,Liquid,4,fl oz/acre,8,fl oz/acre,,12,
a1YOF000000ZMor2AG,United States,,Seed Treatment,89118-16,VILOPRID 4,Vive Crop Protection Inc.,Seed Treatment - Liquid,Liquid,4,fl oz/acre,8,fl oz/acre,,,
a1Y4W000002lTT1UAM,United States,,Field Insecticide,89118-2,BIFENDER FC INSECTICIDE,"Vive Crop Protection, Inc.",Foliar,Liquid,2.4,fl oz/acre,7.4,fl oz/acre,21,12,21
a1Y4W000002lTT1UAM,United States,,Field Insecticide,89118-2,BIFENDER FC INSECTICIDE,"Vive Crop Protection, Inc.",Furrow,Liquid,11,fl oz/acre,22.1,fl oz/acre,,12,21
a1Y4W000002lTT1UAM,United States,,Field Insecticide,89118-2,BIFENDER FC INSECTICIDE,"Vive Crop Protection, Inc.",Lay-by,Liquid,11,fl oz/acre,22.1,fl oz/acre,,12,21
a1Y4W000002ls4WUAQ,,Idaho,Field Insecticide,89118-9,VILOPRID FC 1.7,Vive Crop Pritection Inc.,Furrow,Liquid,15.1,fl oz/acre,23.3,fl oz/acre,,12,
a1Y4W000002ls4WUAQ,,Washington,Field Insecticide,89118-9,VILOPRID FC 1.7,Vive Crop Pritection Inc.,Furrow,Liquid,15.1,fl oz/acre,23.3,fl oz/acre,,12,
a1Y4W000003ungPUAQ,United States,,Field Fungicide,89167-109-89391,IVC SUPER SIX LIQUID SULFUR,,Foliar,Liquid,0.3,gal/acre,1.3,gal/acre,,24,0
a1YOF000000Y5DN2A0,,Idaho,Field Fungicide,89167-124-89391,VAUNT XL,"Innvictis Crop Care, LLC",Foliar,Liquid,3.2,fl oz/acre,3.2,fl oz/acre,14,48,14
a1YOF000000Y5DN2A0,,Idaho,Field Fungicide,89167-124-89391,VAUNT XL,"Innvictis Crop Care, LLC",Furrow,Liquid,0.42,fl oz/1000ft,0.42,fl oz/1000ft,,48,
a1YOF000000Y5DN2A0,,Washington,Field Fungicide,89167-124-89391,VAUNT XL,"Innvictis Crop Care, LLC",Foliar,Liquid,3.2,fl oz/acre,3.2,fl oz/acre,14,48,14
a1YOF000000Y5DN2A0,,Washington,Field Fungicide,89167-124-89391,VAUNT XL,"Innvictis Crop Care, LLC",Furrow,Liquid,0.42,fl oz/1000ft,0.42,fl oz/1000ft,,48,
a1YOF000000WBmj2AG,,Idaho,Field Herbicide,89167-131-89391,TERIVATE,"Innvictis Crop Care, LLC",Foliar,Liquid,1,pt/acre,2,pt/acre,,24,7
a1YOF000000WBmj2AG,,Washington,Field Herbicide,89167-131-89391,TERIVATE,"Innvictis Crop Care, LLC",Foliar,Liquid,1,pt/acre,2,pt/acre,,24,7
a1Y4W000002lTUGUA2,United States,,Field Herbicide - Pre-emergence,89167-24-89391,DEVOUR,"Innvictis Crop Care, LLC",Ground,Liquid,0.7,pt/acre,1.3,pt/acre,,48,3
a1Y4W000002lqdfUAA,United States,Washington,Field Herbicide - Post-emergence,89167-29-89391,PAVILION 3.3 EC HERBICIDE,"Innvictis Crop Care, LLC",Chemigation,Liquid,1.8,pt/acre,3.6,pt/acre,,24,
a1Y4W000002lqdfUAA,United States,Washington,Field Herbicide - Post-emergence,89167-29-89391,PAVILION 3.3 EC HERBICIDE,"Innvictis Crop Care, LLC",Foliar,Liquid,1.8,pt/acre,3.6,pt/acre,,24,
a1Y4W000002lqdfUAA,United States,Washington,Field Herbicide - Pre-emergence,89167-29-89391,PAVILION 3.3 EC HERBICIDE,"Innvictis Crop Care, LLC",Ground,Liquid,1.8,pt/acre,3.6,pt/acre,,24,
a1Y4W000002lqdfUAA,United States,Wisconsin,Field Herbicide - Post-emergence,89167-29-89391,PAVILION 3.3 EC HERBICIDE,"Innvictis Crop Care, LLC",Chemigation,Liquid,1.8,pt/acre,3.6,pt/acre,,24,
a1Y4W000002lqdfUAA,United States,Wisconsin,Field Herbicide - Post-emergence,89167-29-89391,PAVILION 3.3 EC HERBICIDE,"Innvictis Crop Care, LLC",Foliar,Liquid,1.8,pt/acre,3.6,pt/acre,,24,
a1Y4W000002lqdfUAA,United States,Wisconsin,Field Herbicide - Pre-emergence,89167-29-89391,PAVILION 3.3 EC HERBICIDE,"Innvictis Crop Care, LLC",Ground,Liquid,1.8,pt/acre,3.6,pt/acre,,24,
a1Y4W000002lsXiUAI,United States,,Field Fungicide,89167-39-89391,TREVO FUNGICIDE,"Innvictis Crop Care, LLC",Foliar,Liquid,6,fl oz/acre,20,fl oz/acre,7,4,14
a1Y4W000002lsXiUAI,United States,,Field Fungicide - 34inch Spacing,89167-39-89391,TREVO FUNGICIDE,"Innvictis Crop Care, LLC",Furrow,Liquid,6.1,fl oz/acre,12.3,fl oz/acre,,4,14
a1Y4W000002lsXiUAI,United States,,Field Fungicide - 36inch Spacing,89167-39-89391,TREVO FUNGICIDE,"Innvictis Crop Care, LLC",Furrow,Liquid,5.8,fl oz/acre,14.5,fl oz/acre,,4,14
a1Y4W000004CvMHUA0,,Idaho,Field Herbicide - Pre-emergence,89167-45-89391,VARSITY,INNVICTIS CROP CARE LLC,Chemigation,Dry,1.5,oz/acre,1.5,oz/acre,,12,
a1Y4W000004CvMHUA0,,Idaho,Field Herbicide - Pre-emergence,89167-45-89391,VARSITY,INNVICTIS CROP CARE LLC,Ground,Dry,1.5,oz/acre,1.5,oz/acre,,12,
a1Y4W000004CvMHUA0,,Washington,Field Herbicide - Pre-emergence,89167-45-89391,VARSITY,INNVICTIS CROP CARE LLC,Chemigation,Dry,1.5,oz/acre,1.5,oz/acre,,12,
a1Y4W000004CvMHUA0,,Washington,Field Herbicide - Pre-emergence,89167-45-89391,VARSITY,INNVICTIS CROP CARE LLC,Ground,Dry,1.5,oz/acre,1.5,oz/acre,,12,
a1Y4W000002ltEsUAI,,Idaho,Field Herbicide - Pre-emergence,89167-47-89391,ENVY SIX MAX,INNVICTIS CROP CARE LLC,Foliar,Liquid,11,fl oz/acre,32,fl oz/acre,,4,
a1Y4W000002ltEsUAI,,Washington,Field Herbicide - Pre-emergence,89167-47-89391,ENVY SIX MAX,INNVICTIS CROP CARE LLC,Foliar,Liquid,11,fl oz/acre,32,fl oz/acre,,4,
a1Y4W000002ltEsUAI,,Wisconsin,Field Herbicide - Pre-emergence,89167-47-89391,ENVY SIX MAX,INNVICTIS CROP CARE LLC,Foliar,Liquid,11,fl oz/acre,32,fl oz/acre,,4,
a1Y4W000002lgeTUAQ,,Idaho,Field Insecticide,89167-72-89391,PRONEVA EC,"Innvictis Crop Care, LLC",Foliar,Liquid,12,fl oz/acre,24,fl oz/acre,,12,21
a1Y4W000002lgeTUAQ,United States,Washington,Field Insecticide,89167-72-89391,PRONEVA EC,"Innvictis Crop Care, LLC",Foliar,Liquid,12,fl oz/acre,24,fl oz/acre,,12,21
a1Y4W000002lgeFUAQ,,Idaho,Field Fungicide,89167-74-89391,OMAVO,INNVICTIS CROP CARE LLC,Foliar,Liquid,5.5,fl oz/acre,8,fl oz/acre,,12,14
a1Y4W000002lgeFUAQ,,Washington,Field Fungicide,89167-74-89391,OMAVO,INNVICTIS CROP CARE LLC,Foliar,Liquid,5.5,fl oz/acre,8,fl oz/acre,,12,14
a1Y4W000002lgeFUAQ,,Wisconsin,Field Fungicide,89167-74-89391,OMAVO,INNVICTIS CROP CARE LLC,Foliar,Liquid,5.5,fl oz/acre,8,fl oz/acre,,12,14
a1Y4W000002lgebUAA,,Idaho,Field Herbicide - Post-emergence,89167-75-89391,REVOLT,"Innvictis Crop Care, LLC",Foliar,Dry,1,oz/acre,1.5,oz/acre,,4,30
a1Y4W000002lgebUAA,,Idaho,Field Herbicide - Pre-emergence,89167-75-89391,REVOLT,"Innvictis Crop Care, LLC",Ground,Dry,1,oz/acre,1.5,oz/acre,,4,30
a1Y4W000002lgebUAA,United States,Washington,Field Herbicide - Post-emergence,89167-75-89391,REVOLT,"Innvictis Crop Care, LLC",Foliar,Dry,1,oz/acre,1.5,oz/acre,,4,30
a1Y4W000002lgebUAA,United States,Washington,Field Herbicide - Pre-emergence,89167-75-89391,REVOLT,"Innvictis Crop Care, LLC",Ground,Dry,1,oz/acre,1.5,oz/acre,,4,30
a1Y4W000002lgdkUAA,,Idaho,Field Fungicide,89167-80-89391,ELUVIUM,"Innvictis Crop Care, LLC",Chemigation,Liquid,0.75,pt/acre,1.5,pt/acre,10,12,7
a1Y4W000002lgdkUAA,,Idaho,Field Fungicide,89167-80-89391,ELUVIUM,"Innvictis Crop Care, LLC",Foliar,Liquid,0.75,pt/acre,1.5,pt/acre,5,12,7
a1Y4W000002lgdkUAA,,Washington,Field Fungicide,89167-80-89391,ELUVIUM,"Innvictis Crop Care, LLC",Chemigation,Liquid,0.75,pt/acre,1.5,pt/acre,10,12,7
a1Y4W000002lgdkUAA,,Washington,Field Fungicide,89167-80-89391,ELUVIUM,"Innvictis Crop Care, LLC",Foliar,Liquid,0.75,pt/acre,1.5,pt/acre,5,12,7
a1Y4W000002lgf0UAA,,Idaho,Field Fungicide,89167-89-89391,VAUNT,"Innvictis Crop Care, LLC",Foliar,Liquid,6.4,fl oz/acre,6.4,fl oz/acre,14,48,14
a1Y4W000002lgf0UAA,,Idaho,Field Fungicide - 34inch Spacing,89167-89-89391,VAUNT,"Innvictis Crop Care, LLC",Furrow,Liquid,13,fl oz/acre,13,fl oz/acre,,48,14
a1Y4W000002lgf0UAA,,Idaho,Field Fungicide - 36inch Spacing,89167-89-89391,VAUNT,"Innvictis Crop Care, LLC",Furrow,Liquid,12.2,fl oz/acre,12.2,fl oz/acre,,48,14
a1Y4W000002lgf0UAA,United States,Washington,Field Fungicide,89167-89-89391,VAUNT,"Innvictis Crop Care, LLC",Foliar,Liquid,6.4,fl oz/acre,6.4,fl oz/acre,14,48,14
a1Y4W000002lgf0UAA,United States,Washington,Field Fungicide - 34inch Spacing,89167-89-89391,VAUNT,"Innvictis Crop Care, LLC",Furrow,Liquid,13,fl oz/acre,13,fl oz/acre,,48,14
a1Y4W000002lgf0UAA,United States,Washington,Field Fungicide - 36inch Spacing,89167-89-89391,VAUNT,"Innvictis Crop Care, LLC",Furrow,Liquid,12.2,fl oz/acre,12.2,fl oz/acre,,48,14
a1Y4W000002lsmkUAA,,Idaho,Field Insecticide,89167-91-89391,LANVEER LV INSECTICIDE,"Innvictis Crop Care, LLC",Chemigation,Liquid,1.5,pt/acre,3,pt/acre,5,48,6
