CP ID,Name,Concentration_Amount__c,UOM Master.Short_Name__c,Formulation__c
a1YOF000000hubd2AA,Glyphosate,36,%,Liquid
a1YOF000000hv332AA,Clomazone,36,%,Liquid
a1Y4W000002lgV7UAI,Paraffin Wax,36.4,%,Liquid
a1YOF0000002ekX2AQ,Pendimethalin,36.5,%,Liquid
a1Y4W000002lgclUAA,Maneb,36.8,%,Liquid
a1Y4W000004CuuOUAS,Polyoxyethelene fatty acids,37,%,Liquid
a1Y4W000002lgZqUAI,Cymoxanil,37.2,g/L,Dry
a1Y4W000002lgcEUAQ,Fluazinam,37.5,%,Dry
a1Y4W000002lU6NUAU,Fluazinam,37.5,%,Dry
a1YOF000000hPWD2A2,Fluazinam,37.5,%,Dry
a1YOF000000humv2AA,Fluazinam,37.5,%,Dry
a1Y4W000004CyPJUA0,Fludioxonil,38.4,g/L,Liquid
a1Y4W000004CuuTUAS,Ammonium Sulphate,39,%,Liquid
a1Y4W000004Cv99UAC,Ammonium Sulfate and Dimethylpolysiloxane,39,%,Liquid
a1Y4W000002w8HeUAI,Ammonium Sulfate and Dimethylpolysiloxane,39.8,%,Liquid
a1Y4W000002lgazUAA,Ammonium Sulphate,40,%,Liquid
a1Y4W000002lgcOUAQ,Propionic Acid,40,%,Liquid
a1Y4W000002lgYJUAY,Propionic Acid,40,%,Liquid
a1Y4W000002lt8LUAQ,Gibberellic acid,40,%,Liquid
a1Y4W000002lTeUUAU,Bacillus mycoides isolate J,40,%,Dry
a1Y4W000002lTRVUA2,Bacillus mycoides isolate J,40,%,Dry
a1Y4W000002lU5iUAE,Quizalofop-P-tefuryl,40,g/L,Dry
a1Y4W000002lU5uUAE,Quizalofop-P-tefuryl,40,g/L,Liquid
a1YOF0000002fgb2AA,Propamocarb hydrochloride,40,%,Liquid
a1YOF0000002fLd2AI,Pendimethalin,40,%,Liquid
a1YOF0000002fOr2AI,Pendimethalin,40,%,Liquid
a1YOF0000002fQT2AY,Pendimethalin,40,%,Liquid
a1YOF0000002fS52AI,Pendimethalin,40,%,Liquid
a1YOF0000002fwj2AA,Pendimethalin,40,%,Liquid
a1YOF0000002IAX2A2,Pendimethalin,40,%,Liquid
a1YOF0000002INR2A2,Fluopyram,40,%,Liquid
a1YOF0000002T9B2AU,Pendimethalin,40,%,Liquid
a1Y4W000004CxndUAC,"N-(n-butyl)-thiophosphoric triamide (NBPT),",40.4,%,Liquid
a1Y4W000004ugrZUAQ,Flumioxazin,41.4,%,Liquid
a1Y4W000002lgYaUAI,Styrene-butadiene Co-polymer,41.65,%,Liquid
a1Y4W000002lgYsUAI,Styrene-butadiene Co-polymer,41.65,%,Liquid
a1Y4W000002lThVUAU,Metam Sodium,42,%,Liquid
a1Y4W000002lgXJUAY,Alkyl Ethoxylate,42.5,%,Liquid
a1Y4W000002lTklUAE,Carbaryl,42.8,%,Liquid
a1Y4W000002lTY1UAM,Paraquat,43.8,%,Liquid
a1YOF000000bjvp2AA,Calcium Oxide,44.1,%,Dry
a1Y4W000002lgbgUAA,Styrene-butadiene Co-polymer,45,%,Liquid
a1Y4W000002lgWnUAI,Cymoxanil,45,%,Dry
a1Y4W000002lgYBUAY,Styrene-butadiene Co-polymer,45,%,Liquid
a1Y4W000002lgZtUAI,Garlic,45,%,Dry
a1Y4W000002lU4BUAU,Cymoxanil,45,%,Dry
a1Y4W000002lU6GUAU,Cymoxanil,45,%,Liquid
a1Y4W000003eQ32UAE,Cymoxanil,45,%,Dry
a1Y4W000004CvtWUAS,Malathion,45,%,Liquid
a1YOF0000002eqz2AA,Garlic,45,%,Dry
a1YOF0000002f2H2AQ,Cymoxanil,45,%,Dry
a1YOF0000002THF2A2,Cymoxanil,45,%,Liquid
a1YOF000000hOgb2AE,Cymoxanil,45,%,Dry
a1YOF000000hOiD2AU,Cymoxanil,45,%,Dry
a1YOF000000hOqH2AU,Cymoxanil,45,%,Dry
a1YOF000000hPKv2AM,Glyphosate,45,%,Liquid
a1YOF000000huyD2AQ,Cymoxanil,45,%,Dry
a1YOF000000huzp2AA,Cymoxanil,45,%,Dry
a1YOF000000iGDx2AM,Aclonifen,45,%,Liquid
a1YOF0000002exR2AQ,Flutolanil,46,%,Liquid
a1Y4W000002lTW7UAM,Copper hydroxide,46.1,%,Dry
a1Y4W000002lTXTUA2,Copper hydroxide,46.1,%,Dry
a1Y4W000003eUq4UAE,Copper hydroxide,46.1,%,
a1Y4W000004Cv86UAC,Copper hydroxide,46.1,%,Dry
a1Y4W000002lTjeUAE,Potassium salts of fatty acids,47,%,Liquid
a1Y4W000002lThNUAU,Caprylic Acisd,47.16,%,Liquid
a1Y4W000002lU4FUAU,Mancozeb,48,%,Dry
a1Y4W000002luIOUAY,Ammonium laureth sulfate,48,%,Liquid
a1YOF000000huN72AI,Glyphosate,48,%,Liquid
a1YOF000000hvKn2AI,Glyphosate,48,%,Liquid
a1YOF000000Mttt2AC,Oxathiapiprolin,48,g/L,Liquid
a1Y4W000002lfHxUAI,Non-Ionic Liquid Wetting Agent,50,%,Liquid
a1Y4W000002lfI1UAI,Non-Ionic Liquid Wetting Agent,50,%,
a1Y4W000002lgaAUAQ,Cymoxanil,50,g/L,Liquid
a1Y4W000002lgaLUAQ,Flonicamid,50,%,Dry
a1Y4W000002lgaTUAQ,Difenoconazole,50,g/L,Liquid
a1Y4W000002lgaXUAQ,Quizalofop-P-ethyl,50,g/L,Liquid
a1Y4W000002lgb3UAA,Cymoxanil,50,g/L,Liquid
a1Y4W000002lgbsUAA,Styrene-butadiene Co-polymer,50,%,Liquid
a1Y4W000002lgc6UAA,Quizalofop-P-ethyl,50,g/L,Liquid
a1Y4W000002lgcjUAA,Modified Soya Lecithin,50,%,Liquid
a1Y4W000002lgcYUAQ,Modified Soya Lecithin,50,%,Liquid
a1Y4W000002lgdEUAQ,Flonicamid,50,%,Dry
a1Y4W000002lge1UAA,Pseudomonas chlororaphis strain AFS009,50,%,Dry
a1Y4W000002lge8UAA,Linuron,50,%,Dry
a1Y4W000002lgWhUAI,Lambda-cyhalothrin,50,g/L,Liquid
a1Y4W000002lgX7UAI,Styrene-butadiene Co-polymer,50,%,Liquid
a1Y4W000002lgYRUAY,Flonicamid,50,%,Dry
a1Y4W000002lgYTUAY,Lambda-cyhalothrin,50,g/L,Liquid
a1Y4W000002lgZ3UAI,Lambda-cyhalothrin,50,g/L,Liquid
a1Y4W000002lgZ6UAI,Lambda-cyhalothrin,50,g/L,Liquid
a1Y4W000002lgZBUAY,Quizalofop-P-ethyl,50,g/L,Liquid
a1Y4W000002lgZFUAY,Modified Soya Lecithin,50,%,Liquid
a1Y4W000002lgZMUAY,Lambda-cyhalothrin,50,g/L,Liquid
a1Y4W000002lgZrUAI,Dimethomorph,50,%,Dry
a1Y4W000002lgZzUAI,Lambda-cyhalothrin,50,g/L,Liquid
a1Y4W000002lTb0UAE,Sulfoxaflor,50,%,Dry
a1Y4W000002lTetUAE,Cyhalothrin-lambda,50,g/L,Liquid
a1Y4W000002lThkUAE,Clothianidin,50,%,Dry
a1Y4W000002lThLUAU,Flonicamid,50,%,Dry
a1Y4W000002lThrUAE,Copper Oxychloride,50,%,Dry
a1Y4W000002lThsUAE,Copper hydroxide,50,%,Dry
a1Y4W000002lTi7UAE,Deltamethrin,50,g/L,Liquid
a1Y4W000002lTi8UAE,Deltamethrin,50,g/L,Liquid
a1Y4W000002lTisUAE,Cyantraniliprole,50,g/L,Liquid
a1Y4W000002lTiwUAE,Phosmet,50,%,Dry
a1Y4W000002lTjqUAE,Elemental Copper,50,%,Dry
a1Y4W000002lTk7UAE,Metconazole,50,%,Dry
a1Y4W000002lTkZUAU,Afidopyropen,50,g/L,Liquid
a1Y4W000002ltP3UAI,Phosphorous Acid,50,%,Liquid
a1Y4W000002lTSwUAM,Clothianidin,50,%,Dry
a1Y4W000002lTSyUAM,Flonicamid,50,%,Dry
a1Y4W000002lTVJUA2,Pymetrozine,50,%,Dry
a1Y4W000002lTXCUA2,Flutolanil,50,%,Dry
a1Y4W000002lTYrUAM,Metconazole,50,%,Dry
a1Y4W000002lU3PUAU,Cymoxanil,50,g/L,Liquid
a1Y4W000002lU3qUAE,Lambda-cyhalothrin,50,g/L,Liquid
a1Y4W000002lU3tUAE,Lambda-cyhalothrin,50,g/L,Liquid
a1Y4W000002lU4AUAU,Lambda-cyhalothrin,50,g/L,Liquid
a1Y4W000002lU55UAE,Lambda-cyhalothrin,50,g/L,Liquid
a1Y4W000002lU58UAE,Lambda-cyhalothrin,50,g/L,Liquid
a1Y4W000002lU5NUAU,Lambda-cyhalothrin,50,g/L,Liquid
a1Y4W000002lU5rUAE,Cymoxanil,50,g/L,Liquid
a1Y4W000002lU6RUAU,Cymoxanil,50,%,Dry
a1Y4W000002luITUAY,Humic Acids,50,%,Dry
a1Y4W000003eQ2xUAE,Cymoxanil,50,g/L,Liquid
a1Y4W000003eV1lUAE,Propionic acid ammonium salt,50,%,Liquid
a1Y4W000004CuuxUAC,Ammonium Sulphate,50,%,Liquid
a1Y4W000004Cz7uUAC,Bacillus amyloliquefaciens subspecies plantarum strain FZB42,50,%,Liquid
a1YOF00000027VF2AY,Flonicamid,50,%,Dry
a1YOF00000027YT2AY,Cypermethrin,50,%,Liquid
a1YOF00000028Cn2AI,Fluazinam,50,%,Liquid
a1YOF00000029jx2AA,Fluazinam,50,%,Liquid
a1YOF00000029Yf2AI,Fluazinam,50,%,Liquid
a1YOF0000002epN2AQ,Fluazinam,50,%,Liquid
a1YOF0000002eXd2AI,Metobromuron,50,%,Liquid
a1YOF0000002eZF2AY,Fluazinam,50,%,Liquid
a1YOF0000002fFB2AY,Flonicamid,50,%,Dry
a1YOF0000002QuU2AU,Fluazinam,50,%,Liquid
a1YOF000000h9eL2AQ,Fluazinam,50,%,Liquid
a1YOF000000hP6b2AE,Fluazinam,50,%,Liquid
a1YOF000000hPSz2AM,Flonicamid,50,%,Dry
a1YOF000000huwb2AA,Flonicamid,50,%,Dry
a1YOF000000ismH2AQ,Flonicamid,50,%,Dry
a1YOF000000isnt2AA,Flonicamid,50,%,Dry
a1YOF000000Tl8P2AS,Flonicamid,50,%,Dry
a1YOF000000Ognh2AC,"Saccharides, alkyl polyglucoside, ammonium sulfate",50.5,%,Liquid
a1Y4W000002lr55UAA,Flumioxazin,51,%,Dry
a1Y4W000002lTbQUAU,Flumioxazin,51,%,Dry
a1Y4W000002lTTeUAM,Flumioxazin,51,%,Dry
a1Y4W000002lTTfUAM,Flumioxazin,51,%,Dry
a1Y4W000004Cv7cUAC,Flumioxazin,51,%,Dry
a1Y4W000004CvMHUA0,Flumioxazin,51,%,Dry
a1Y4W000004CyQHUA0,Flumioxazin,51,%,Dry
a1Y4W000002lThbUAE,Flumioxazin,51.1,%,Dry
a1YOF000000bjvp2AA,Silicon Dioxide,51.3,%,Dry
a1Y4W000004CwtGUAS,Sulfur,52,%,Liquid
a1Y4W000002lTSrUAM,Basic copper sulfate,53,%,Dry
a1Y4W000002lTSsUAM,Basic copper sulfate,53,%,Dry
a1Y4W000002lThqUAE,Copper Sulphate,53.4,%,Dry
a1Y4W000002lgV6UAI,Esterified Rapeseed Oil,53.43,%,Liquid
a1Y4W000002lTRTUA2,Copper hydroxide,53.8,%,Dry
a1YOF000000hOdN2AU,Glyphosate,54,%,Liquid
a1Y4W000004CwtaUAC,Alkyl amine ethoxylate,54.1,%,Liquid
a1Y4W000002lTXRUA2,Copper oxide,56.4,%,Dry
a1Y4W000002lgayUAA,Polyoxypropylene-polyoxyethylene Glycol,57,%,Liquid
a1Y4W000002lgbtUAA,ethylene oxide-propylene oxide copolymers,57,%,Liquid
a1Y4W000002lgYLUAY,ethylene oxide-propylene oxide copolymers,57,%,Liquid
a1Y4W000004CwGMUA0,aliphatic alcohol ethoxylate,57.5,%,Liquid
a1Y4W000002lTTaUAM,Copper hydroxide,57.6,%,Dry
a1Y4W000002lgb1UAA,Flutolanil,60,g/kg,Dry
a1Y4W000002lgcZUAQ,Mancozeb,60,%,Dry
a1Y4W000002lgWsUAI,Cymoxanil,60,%,Dry
a1Y4W000002lgXhUAI,Mancozeb,60,%,Dry
a1Y4W000002lp0MUAQ,Refined Petroleum Oil,60,%,Liquid
a1Y4W000002lTeJUAU,Cymoxanil,60,%,Dry
a1Y4W000002lTiPUAU,Maleic hydrazide,60,%,Dry
a1Y4W000002lTRLUA2,Cymoxanil,60,%,Dry
a1Y4W000002lTZMUA2,Copper hydroxide,60,%,Dry
a1Y4W000002lTZZUA2,Maleic hydrazide,60,%,Dry
a1Y4W000002lU3SUAU,Paraffinic Petroleum Oil,60,%,Liquid
a1Y4W000002lU4nUAE,Carfentrazone-ethyl,60,g/L,Liquid
a1Y4W000002lU4oUAE,Maleic hydrazide,60,%,Liquid
a1Y4W000002lU4VUAU,Maleic hydrazide,60,%,Dry
a1Y4W000002lU5dUAE,Cymoxanil,60,%,Dry
a1Y4W000002lU5PUAU,Clomazone,60,g/L,Liquid
a1Y4W000002lU6KUAU,Carfentrazone-ethyl,60,g/L,Liquid
a1Y4W000002lU6ZUAU,Carfentrazone-ethyl,60,g/L,Liquid
a1Y4W000004CwsrUAC,Secondary alcohol ethoxylate and sodium lauryl ether sulfate,60,%,Liquid
a1YOF0000002fGn2AI,Metribuzin,60,%,Liquid
a1YOF0000002HCr2AM,Aclonifen,60,%,Liquid
a1YOF0000002IyX2AU,Cymoxanil,60,%,Dry
a1YOF000000bjnl2AA,Chitosan,60,%,Liquid
a1YOF000000h9cj2AA,Aclonifen,60,%,Liquid
a1YOF000000huer2AA,Metribuzin,60,%,Liquid
a1YOF000000huuz2AA,Mancozeb,60,%,Dry
a1YOF000000hv1R2AQ,Maleic hydrazide,60,%,Dry
a1YOF000000hv9V2AQ,Cymoxanil,60,%,Dry
a1YOF000000hvJB2AY,Aclonifen,60,%,Liquid
a1Y4W000002lTiBUAU,Endothall,62,g/L,Liquid
a1Y4W000002lgc7UAA,Diflufenican,62.5,g/L,Liquid
a1Y4W000002lTeIUAU,Fludioxonil,62.5,g/L,Liquid
a1Y4W000002lThJUAU,Fluxapyroxad,62.5,g/L,Liquid
a1Y4W000002lTRQUA2,Mancozeb,62.5,%,Dry
a1Y4W000002lU4sUAE,Fluopicolide,62.5,g/L,Liquid
a1Y4W000002lgccUAA,alkoxylated alkyl polyglucoside,63,%,Liquid
a1Y4W000002lTiuUAE,Saponins of Chenopodium quinoa,63.02,%,Dry
a1Y4W000002lgXCUAY,Esterified Rapeseed Oil,63.34,%,Liquid
a1Y4W000002lgbpUAA,Heptamethyl Trisiloxane,64,%,Liquid
a1Y4W000002lgbSUAQ,Heptamethyl Trisiloxane,64,%,Liquid
a1Y4W000002lgcSUAQ,Heptamethyl Trisiloxane,64,%,Liquid
a1Y4W000002lgWLUAY,Mancozeb,64,g/L,Dry
a1Y4W000002lgXKUAY,Mancozeb,64,g/L,Dry
a1Y4W000002lTkFUAU,Mancozeb,64,%,Dry
a1Y4W000002lTZJUA2,Mancozeb,64,%,Dry
a1Y4W000002lTZKUA2,Mancozeb,64,%,Dry
a1Y4W000002lU4aUAE,Mancozeb,64,g/L,Dry
a1Y4W000002lU6YUAU,trisiloxane organosilicone copolymers,64,%,Liquid
a1Y4W000002lU6VUAU,Mancozeb,65,%,Dry
a1Y4W000002lU77UAE,Mancozeb,65,%,Dry
a1Y4W000002lU5hUAE,Mancozeb,65.78,%,Liquid
a1YOF000000BLFd2AO,Penflufen,66.5,g/L,Liquid
a1Y4W000002lgcWUAQ,Mancozeb,66.7,%,Dry
a1Y4W000002lgYyUAI,Mancozeb,66.7,%,Dry
a1Y4W000002lTigUAE,Mancozeb,66.7,%,Dry
a1Y4W000002lTVPUA2,Mancozeb,66.7,%,Dry
a1Y4W000002lU4NUAU,Mancozeb,66.7,%,Dry
a1Y4W000002lU6EUAU,Mancozeb,66.7,%,Dry
a1Y4W000002lU6HUAU,Mancozeb,66.7,%,Dry
a1YOF000000WHNV2A4,Chitosan hydrochloride,67.5,%,Liquid
a1Y4W000002lgbYUAQ,Mancozeb,68,%,Dry
a1Y4W000002lgWwUAI,Mancozeb,68,%,Dry
a1Y4W000002lU44UAE,Mancozeb,68,%,Dry
a1Y4W000002lU45UAE,Mancozeb,68,%,Liquid
a1Y4W000002lU48UAE,Mancozeb,68,%,Dry
a1Y4W000002lU4eUAE,Glyphosate,68,%,Liquid
a1Y4W000002lU4fUAE,Glyphosate,68,%,Dry
a1Y4W000002lU4gUAE,Glyphosate,68,%,Dry
a1Y4W000002lU5pUAE,Mancozeb,68,%,Dry
a1Y4W000002lU5zUAE,Mancozeb,68,g/L,Liquid
a1Y4W000002lU5ZUAU,Mancozeb,68,%,Dry
a1Y4W000002lU70UAE,Mancozeb,68,%,Dry
a1Y4W000002lfFvUAI,Acetamiprid,70,%,Dry
a1Y4W000002lge2UAA,Phosmet,70,%,Dry
a1Y4W000002lgVSUAY,Esterified Rapeseed Oil,70,%,Liquid
a1Y4W000002lgWKUAY,Metribuzin,70,%,Dry
a1Y4W000002lgWQUAY,Metribuzin,70,%,Dry
a1Y4W000002lgYAUAY,Metribuzin,70,%,Dry
a1Y4W000002lgZdUAI,Metribuzin,70,%,Dry
a1Y4W000002lgZYUAY,Metribuzin,70,%,Dry
a1Y4W000002lThGUAU,Acetamiprid,70,%,Dry
a1Y4W000002lThXUAU,Boscalid,70,%,Dry
a1Y4W000002lTixUAE,Phosmet,70,%,Dry
a1Y4W000002lTj2UAE,Boscalid,70,%,Dry
a1Y4W000002lTUvUAM,Boscalid,70,%,Dry
a1Y4W000002lU3wUAE,Metribuzin,70,%,Dry
a1Y4W000002lU4HUAU,Metribuzin,70,%,Dry
a1Y4W000002lU5OUAU,Metribuzin,70,%,Liquid
a1Y4W000002lU5sUAE,Metribuzin,70,%,Liquid
a1Y4W000002lU6PUAU,Metribuzin,70,%,Dry
a1Y4W000002lU6xUAE,Mancozeb,70,%,Dry
a1Y4W000002lU75UAE,Esterified Rapeseed Oil,70,%,Liquid
a1Y4W000002lU78UAE,Benthiavalicarb,70,g/L,Liquid
a1Y4W000003eUSHUA2,Boscalid,70,%,Dry
a1Y4W000004Cwp9UAC,Mancozeb,70,%,Dry
a1Y4W000004Cx6AUAS,Thiophanate-methyl,70,%,Dry
a1YOF00000027Td2AI,Metribuzin,70,%,Dry
a1YOF0000002ear2AA,Metribuzin,70,%,Dry
a1YOF0000002eJj2AI,Metribuzin,70,%,Liquid
a1YOF0000002IYj2AM,Mancozeb,70,%,Liquid
a1YOF0000002RvN2AU,Metribuzin,70,%,Liquid
a1YOF000000hOv72AE,Mancozeb,70,%,Dry
a1YOF000000hOWv2AM,Metribuzin,70,%,Dry
a1YOF000000huRx2AI,Metribuzin,70,%,Dry
a1YOF000000OR772AG,Methylated seed oil,70,%,Liquid
a1YOF000000WHSL2A4,Neem oil,70,%,Liquid
a1Y4W000004CwnSUAS,Basic copper sulfate,71.1,%,Dry
a1Y4W000002lTZUUA2,Glyphosate,71.4,%,Dry
a1Y4W000002lU6BUAU,Glyphosate,72,%,Dry
a1YOF000000huOj2AI,Glyphosate,72,%,Dry
a1YOF0000002ftV2AQ,Propamocarb hydrochloride,72.2,%,Liquid
a1YOF0000002TnV2AU,Propamocarb hydrochloride,72.2,%,Liquid
a1YOF000000huTZ2AY,Propamocarb hydrochloride,72.2,%,Liquid
a1YOF000000hvHZ2AY,Propamocarb hydrochloride,72.2,%,Liquid
a1Y4W000002lgXxUAI,synthetic latex solution,73,%,Liquid
a1YOF000000bjpN2AQ,Chitosan,74,%,Liquid
a1Y4W000002lTTrUAM,Basic copper sulfate,74.8,%,Dry
a1Y4W000002lgarUAA,Nonylphenol Ethylene Oxide Condensate,75,%,Liquid
a1Y4W000002lgaTUAQ,Fluxapyroxad,75,g/L,Liquid
a1Y4W000002lgaVUAQ,Methylated Rapeseed Oil,75,%,Liquid
a1Y4W000002lgcfUAA,Nonylphenol Ethylene Oxide Condensate,75,%,Liquid
a1Y4W000002lgcLUAQ,Natural Fatty Acids,75,g/L,Liquid
a1Y4W000002lgcQUAQ,Mancozeb,75,%,Dry
a1Y4W000002lgfCUAQ,Mancozeb,75,%,Dry
a1Y4W000002lgVXUAY,Mancozeb,75,%,Dry
a1Y4W000002lgWSUAY,Mancozeb,75,%,Dry
a1Y4W000002lgX5UAI,mixed fatty acid esters of seed oil and n-butanol,75,%,Liquid
a1Y4W000002lgXqUAI,Mancozeb,75,%,Dry
a1Y4W000002lgXzUAI,Natural Fatty Acids,75,g/L,Liquid
a1Y4W000002lgYGUAY,Methylated Rapeseed Oil,75,%,Liquid
a1Y4W000002lgYHUAY,Methylated Rapeseed Oil,75,%,Liquid
a1Y4W000002lgYKUAY,Methylated Rapeseed Oil,75,%,Liquid
a1Y4W000002lgZoUAI,Esterified Rapeseed Oil,75,%,Liquid
a1Y4W000002lgZUUAY,Mancozeb,75,%,Dry
a1Y4W000002lsXOUAY,Mancozeb,75,%,Dry
a1Y4W000002lTa7UAE,Sulfentrazone,75,%,Dry
a1Y4W000002lTb9UAE,Metribuzin,75,%,Dry
a1Y4W000002lTeaUAE,Mancozeb,75,%,Dry
a1Y4W000002lTeWUAU,Mancozeb,75,%,Dry
a1Y4W000002lThlUAE,Imidacloprid,75,g/L,Liquid
a1Y4W000002lTiMUAU,Mancozeb,75,%,Dry
a1Y4W000002lTinUAE,Cyromazine,75,%,Dry
a1Y4W000002lTj4UAE,Metribuzin,75,%,Dry
a1Y4W000002lTjrUAE,Mancozeb,75,%,Dry
a1Y4W000002lTjUUAU,Pydiflumetofen,75,g/L,Liquid
a1Y4W000002lTkeUAE,Metribuzin,75,%,Dry
a1Y4W000002lTkfUAE,Metribuzin,75,%,Dry
a1Y4W000002lTkvUAE,Metribuzin,75,%,Dry
a1Y4W000002lTlFUAU,Metribuzin,75,%,Dry
a1Y4W000002lTRbUAM,Mancozeb,75,%,Dry
a1Y4W000002lTRXUA2,Mancozeb,75,%,Dry
a1Y4W000002lTTCUA2,"2,6-Dichloro-4-nitroaniline",75,%,Dry
a1Y4W000002lTUaUAM,Mancozeb,75,%,Dry
a1Y4W000002lTUEUA2,Metribuzin,75,%,Dry
a1Y4W000002lTUmUAM,Chlorothalonil,75,%,Dry
a1Y4W000002lTUSUA2,Metribuzin,75,%,Dry
a1Y4W000002lTUTUA2,Metribuzin,75,%,Dry
a1Y4W000002lTVEUA2,Mancozeb,75,%,Dry
a1Y4W000002lTVYUA2,Metribuzin,75,%,Dry
a1Y4W000002ltvZUAQ,Metribuzin,75,%,Dry
a1Y4W000002lTWAUA2,Mancozeb,75,%,Dry
a1Y4W000002lTWwUAM,Metribuzin,75,%,Dry
a1Y4W000002lTWxUAM,Metribuzin,75,%,Dry
a1Y4W000002lTWyUAM,Metribuzin,75,%,Dry
a1Y4W000002lTX0UAM,Metribuzin,75,%,Dry
a1Y4W000002lTXlUAM,Metribuzin,75,%,Dry
a1Y4W000002lTYKUA2,Thiamethoxam,75,%,Dry
a1Y4W000002lTZOUA2,Mancozeb,75,%,Dry
a1Y4W000002lTZrUAM,Metribuzin,75,%,Dry
a1Y4W000002lU3FUAU,Polyoxyethylene (5-8 EO) C10-C15 primary alcohol,75,%,Liquid
a1Y4W000002lU3GUAU,Mancozeb,75,%,Dry
a1Y4W000002lU3vUAE,Mancozeb,75,%,Dry
a1Y4W000002lU3yUAE,Mancozeb,75,%,Dry
a1Y4W000002lU4JUAU,Mancozeb,75,%,Dry
a1Y4W000002lU5AUAU,Mancozeb,75,%,Dry
a1Y4W000002lU5BUAU,Mancozeb,75,%,Liquid
a1Y4W000002lU5kUAE,Mancozeb,75,%,Dry
a1Y4W000002lU5KUAU,Mancozeb,75,%,Liquid
a1Y4W000002lU5LUAU,Mancozeb,75,%,Dry
a1Y4W000002lU6sUAE,Natural Fatty Acids,75,g/kg,Liquid
a1Y4W000002lU76UAE,Mancozeb,75,%,Dry
a1Y4W000002w8F4UAI,Metribuzin,75,%,Dry
a1Y4W000004CvjHUAS,Mancozeb,75,%,Dry
a1Y4W000004uh2DUAQ,Mancozeb,75,%,Dry
a1YOF000000Mmdt2AC,Ametoctradin,75,g/L,Liquid
a1YOF000000N1g92AC,Metribuzin,75,%,Dry
a1YOF000000XWHF2A4,Chitosan,75,%,Liquid
a1Y4W000004CyPJUA0,Difenoconazole,76.9,g/L,Liquid
a1Y4W000004CyPJUA0,Sedaxane,76.9,g/L,Liquid
a1Y4W000002lgdFUAQ,Copper hydroxide,77,%,Dry
a1Y4W000002lge4UAA,Copper hydroxide,77,%,Dry
a1Y4W000002lgeEUAQ,Copper hydroxide,77,%,Dry
a1Y4W000002lTTcUAM,Copper hydroxide,77,%,Dry
a1Y4W000002lTXVUA2,Copper hydroxide,77,%,Dry
a1Y4W000002lTXWUA2,Copper hydroxide,77,%,Dry
a1Y4W000002lTesUAE,Sedaxane,77.2,g/L,Liquid
a1Y4W000002lThCUAU,Benzovindiflupyr,78,g/L,Liquid
a1Y4W000002lfHwUAI,Non-Ionic Liquid Wetting Agent,80,%,Liquid
a1Y4W000002lgbOUAQ,Heptamethyl Trisiloxane,80,%,Liquid
a1Y4W000002lgbTUAQ,Polyalkylene Oxide,80,%,Liquid
a1Y4W000002lgcPUAQ,Methylated Soybean Oil,80,%,Liquid
a1Y4W000002lgd0UAA,Sulfur,80,%,Dry
a1Y4W000002lgekUAA,Maleic hydrazide,80,%,Dry
a1Y4W000002lgfDUAQ,Mancozeb,80,%,Dry
a1Y4W000002lgVAUAY,Polyalklene Oxide Modified Heptamethyl Trisiloxane,80,%,Liquid
a1Y4W000002lgVEUAY,Mancozeb,80,%,Dry
a1Y4W000002lgVVUAY,Prosulfocarb,80,%,Liquid
a1Y4W000002lgW4UAI,Methylated Soya Bean Oil,80,%,Liquid
a1Y4W000002lgZ8UAI,Polyoxypropylene-polyoxyethylene Glycol,80,%,Liquid
a1Y4W000002lgZSUAY,Mancozeb,80,%,Dry
a1Y4W000002lTaTUAU,Sulfur,80,%,Dry
a1Y4W000002lTeHUAU,Acetamiprid,80,g/L,Liquid
a1Y4W000002lTiXUAU,Spinosad,80,%,Dry
a1Y4W000002lTleUAE,Zoxamide,80,%,Dry
a1Y4W000002lTRcUAM,Mancozeb,80,%,Dry
a1Y4W000002lTRNUA2,Mancozeb,80,%,Dry
a1Y4W000002lTU1UAM,Sulfur,80,%,Dry
a1Y4W000002lTWEUA2,Sulfur,80,%,Dry
a1Y4W000002lTX2UAM,Sulfur,80,%,Dry
a1Y4W000002lTX3UAM,Sulfur,80,%,Dry
a1Y4W000002lTYNUA2,Metiram,80,%,Dry
a1Y4W000002lTZvUAM,Carbaryl,80,%,Dry
a1Y4W000002lTZwUAM,Carbaryl,80,%,Dry
a1Y4W000002lU4IUAU,Mancozeb,80,%,Dry
a1Y4W000002lU4LUAU,tisiloxane organosilcone copolymers,80,%,Liquid
a1Y4W000002lU4ZUAU,Mancozeb,80,%,Liquid
a1Y4W000002lU5jUAE,Mancozeb,80,%,Liquid
a1Y4W000002lU5MUAU,Mancozeb,80,%,Dry
a1Y4W000002lU5QUAU,Mancozeb,80,%,Liquid
a1Y4W000002lU6vUAE,Mancozeb,80,%,Dry
a1Y4W000002luDTUAY,Sulfur,80,%,Dry
a1Y4W000004CujLUAS,"Monocarbamide dihydrogen sulfate, alkyl amine ethoxylate, 1,2,3-trihydroxypropan",80,%,Liquid
a1Y4W000004CvtgUAC,Sulfur,80,%,Dry
a1YOF0000000ua52AA,polypropylene Glyco,80,%,Liquid
a1YOF0000000ubh2AA,"Monocarbamide dihydrogen sulfate, alkyl amine ethoxylate, 1,2,3-trihydroxypropan",80,%,Liquid
a1YOF00000027S12AI,Prosulfocarb,80,%,Liquid
